codigo_produto,categoria,custo_unitario,preco_venda,unidades_vendidas_90d,estoque_atual
PROD-14693,Utilidades Domésticas,53.34,83.81,7,75.0
PROD-14694,Alimentos e Bebidas,181.38,329.8,27,148.0
PROD-14695,Vestuário,77.24,121.98,18,57.0
PROD-14696,Vestuário,294.87,479.86,543,158.0
PROD-14697,Eletrônicos,167.6,281.57,240,196.0
PROD-14698,Vestuário,103.23,208.69,531,35.0
PROD-14699,Vestuário,190.78,273.14,342,28.0
PROD-14700,Alimentos e Bebidas,177.08,272.97,45,247.0
PROD-14701,Beleza e Perfumaria,141.45,242.95,62,210.0
PROD-14702,Eletrônicos,273.1,582.78,22,33.0
PROD-14703,Alimentos e Bebidas,276.81,589.18,357,214.0
PROD-14704,Alimentos e Bebidas,48.75,85.0,98,37.0
PROD-14705,Beleza e Perfumaria,51.74,82.75,335,127.0
PROD-14706,Alimentos e Bebidas,297.48,458.9,11,276.0
PROD-14707,Alimentos e Bebidas,191.98,360.27,162,284.0
PROD-14708,Alimentos e Bebidas,59.54,122.41,75,257.0
PROD-14709,Vestuário,28.4,59.85,62,176.0
PROD-14710,Eletrônicos,226.92,418.77,123,289.0
PROD-14711,Vestuário,272.31,420.41,91,273.0
PROD-14712,Eletrônicos,243.41,326.28,22,204.0
PROD-14713,Alimentos e Bebidas,83.93,144.99,207,210.0
PROD-14714,Vestuário,280.42,503.1,39,171.0
PROD-14715,Alimentos e Bebidas,5.58,8.6,48,185.0
PROD-14716,Eletrônicos,263.04,342.23,64,142.0
PROD-14717,Beleza e Perfumaria,291.93,527.83,248,84.0
PROD-14718,Utilidades Domésticas,272.79,523.43,44,277.0
PROD-14719,Vestuário,38.03,65.46,12,2.0
PROD-14720,Vestuário,285.7,451.32,337,294.0
PROD-14721,Alimentos e Bebidas,111.13,223.2,42,66.0
PROD-14722,Eletrônicos,211.93,394.25,213,292.0
PROD-14723,Vestuário,57.14,76.08,295,133.0
PROD-14724,Vestuário,281.36,424.32,49,34.0
PROD-14725,Beleza e Perfumaria,113.26,207.5,77,145.0
PROD-14726,Utilidades Domésticas,234.09,335.66,98,168.0
PROD-14727,Alimentos e Bebidas,282.95,437.79,165,157.0
PROD-14728,Alimentos e Bebidas,279.38,454.57,274,228.0
PROD-14729,Beleza e Perfumaria,165.05,358.67,43,296.0
PROD-14730,Beleza e Perfumaria,208.42,334.54,625,108.0
PROD-14731,Beleza e Perfumaria,144.84,237.55,41,195.0
PROD-14732,Eletrônicos,190.04,342.08,32,83.0
PROD-14733,Vestuário,269.22,507.91,30,35.0
PROD-14734,Alimentos e Bebidas,81.05,133.03,117,191.0
PROD-14735,Alimentos e Bebidas,168.96,221.97,139,163.0
PROD-14736,Eletrônicos,164.47,342.08,128,4.0
PROD-14737,Eletrônicos,271.42,536.69,327,297.0
PROD-14738,Utilidades Domésticas,95.07,203.13,44,55.0
PROD-14739,Utilidades Domésticas,50.86,99.17,539,114.0
PROD-14740,Vestuário,161.24,252.18,171,42.0
PROD-14741,Utilidades Domésticas,9.08,17.08,111,236.0
PROD-14742,Alimentos e Bebidas,22.67,45.16,219,124.0
PROD-14743,Utilidades Domésticas,169.74,248.95,13,62.0
PROD-14744,Vestuário,291.32,495.41,142,238.0
PROD-14745,Eletrônicos,144.59,189.36,337,153.0
PROD-14746,Vestuário,189.86,267.55,449,272.0
PROD-14747,Alimentos e Bebidas,229.15,373.05,36,67.0
PROD-14748,Alimentos e Bebidas,210.21,398.28,361,108.0
PROD-14749,Eletrônicos,276.08,367.8,42,259.0
PROD-14750,Beleza e Perfumaria,75.19,157.9,26,272.0
PROD-14751,Vestuário,34.9,59.22,73,127.0
PROD-14752,Vestuário,26.19,38.92,37,62.0
PROD-14753,Alimentos e Bebidas,266.1,501.67,250,48.0
PROD-14754,Alimentos e Bebidas,159.44,259.25,413,39.0
PROD-14755,Vestuário,58.6,117.91,27,249.0
PROD-14756,Utilidades Domésticas,215.19,459.18,177,167.0
PROD-14757,Alimentos e Bebidas,216.08,466.42,227,296.0
PROD-14758,Alimentos e Bebidas,28.91,57.02,145,63.0
PROD-14759,Utilidades Domésticas,147.58,321.78,154,265.0
PROD-14760,Eletrônicos,236.14,455.46,54,294.0
PROD-14761,Alimentos e Bebidas,206.12,320.15,48,218.0
PROD-14762,Utilidades Domésticas,118.3,231.96,159,274.0
PROD-14763,Eletrônicos,188.68,322.21,272,119.0
PROD-14764,Vestuário,232.54,503.09,9,121.0
PROD-14765,Beleza e Perfumaria,193.47,355.99,7,105.0
PROD-14766,Vestuário,145.6,283.38,33,162.0
PROD-14767,Alimentos e Bebidas,111.11,232.44,89,213.0
PROD-14768,Beleza e Perfumaria,239.59,403.2,69,201.0
PROD-14769,Vestuário,97.42,211.39,668,197.0
PROD-14770,Eletrônicos,213.2,396.76,259,119.0
PROD-14771,Utilidades Domésticas,211.29,372.63,102,280.0
PROD-14772,Utilidades Domésticas,159.95,234.11,173,195.0
PROD-14773,Alimentos e Bebidas,229.43,307.06,226,165.0
PROD-14774,Alimentos e Bebidas,250.61,511.27,54,96.0
PROD-14775,Utilidades Domésticas,29.57,41.39,64,278.0
PROD-14776,Utilidades Domésticas,167.15,225.49,284,66.0
PROD-14777,Vestuário,73.57,156.4,91,141.0
PROD-14778,Eletrônicos,239.62,329.61,55,4.0
PROD-14779,Alimentos e Bebidas,133.98,292.42,174,99.0
PROD-14780,Utilidades Domésticas,263.01,472.25,122,54.0
PROD-14781,Utilidades Domésticas,194.84,311.66,13,130.0
PROD-14782,Beleza e Perfumaria,38.58,71.11,80,56.0
PROD-14783,Utilidades Domésticas,78.88,150.53,28,181.0
PROD-14784,Alimentos e Bebidas,123.64,237.57,380,202.0
PROD-14785,Vestuário,119.14,261.13,367,42.0
PROD-14786,Utilidades Domésticas,122.06,179.93,102,222.0
PROD-14787,Utilidades Domésticas,271.51,469.51,332,86.0
PROD-14788,Alimentos e Bebidas,140.66,290.75,20,291.0
PROD-14789,Eletrônicos,31.9,54.87,131,253.0
PROD-14790,Beleza e Perfumaria,95.45,125.18,196,11.0
PROD-14791,Alimentos e Bebidas,135.1,262.38,40,234.0
PROD-14792,Vestuário,107.63,208.41,13,151.0
PROD-14793,Alimentos e Bebidas,75.41,100.67,36,142.0
PROD-14794,Alimentos e Bebidas,128.77,169.39,73,226.0
PROD-14795,Vestuário,267.71,379.88,34,56.0
PROD-14796,Utilidades Domésticas,128.3,237.15,164,147.0
PROD-14797,Vestuário,110.19,181.7,312,252.0
PROD-14798,Vestuário,129.1,187.11,14,77.0
PROD-14799,Vestuário,203.05,278.9,13,236.0
PROD-14800,Utilidades Domésticas,7.66,12.33,223,105.0
PROD-14801,Beleza e Perfumaria,124.32,203.1,59,220.0
PROD-14802,Utilidades Domésticas,135.64,271.71,405,145.0
PROD-14803,Beleza e Perfumaria,213.13,375.34,50,148.0
PROD-14804,Eletrônicos,287.74,499.22,26,150.0
PROD-14805,Eletrônicos,90.91,195.54,46,183.0
PROD-14806,Alimentos e Bebidas,28.16,40.13,6,234.0
PROD-14807,Vestuário,240.69,483.18,126,126.0
PROD-14808,Utilidades Domésticas,139.65,183.48,264,293.0
PROD-14809,Alimentos e Bebidas,101.53,221.58,10,32.0
PROD-14810,Beleza e Perfumaria,130.18,218.43,587,195.0
PROD-14811,Vestuário,209.23,350.56,41,39.0
PROD-14812,Alimentos e Bebidas,19.24,28.94,9,106.0
PROD-14813,Alimentos e Bebidas,190.54,320.31,318,260.0
PROD-14814,Vestuário,150.14,222.42,15,237.0
PROD-14815,Alimentos e Bebidas,181.97,294.38,10,156.0
PROD-14816,Vestuário,169.37,257.01,241,154.0
PROD-14817,Vestuário,48.52,98.61,19,90.0
PROD-14818,Vestuário,174.44,306.04,46,43.0
PROD-14819,Eletrônicos,293.59,618.44,307,244.0
PROD-14820,Alimentos e Bebidas,40.1,74.63,38,261.0
PROD-14821,Vestuário,221.98,444.3,100,187.0
PROD-14822,Eletrônicos,251.0,365.8,67,252.0
PROD-14823,Vestuário,80.79,174.28,83,209.0
PROD-14824,Vestuário,72.05,117.27,458,15.0
PROD-14825,Vestuário,101.06,152.66,45,158.0
PROD-14826,Eletrônicos,292.76,596.48,309,104.0
PROD-14827,Alimentos e Bebidas,135.22,197.38,8,150.0
PROD-14828,Alimentos e Bebidas,238.92,520.13,10,295.0
PROD-14829,Alimentos e Bebidas,57.15,75.17,105,194.0
PROD-14830,Utilidades Domésticas,28.44,40.7,66,4.0
PROD-14831,Alimentos e Bebidas,122.63,175.01,18,88.0
PROD-14832,Alimentos e Bebidas,177.08,348.96,142,117.0
PROD-14833,Utilidades Domésticas,213.87,409.47,24,58.0
PROD-14834,Vestuário,249.95,487.19,108,181.0
PROD-14835,Utilidades Domésticas,49.78,80.02,245,46.0
PROD-14836,Vestuário,244.33,449.13,46,182.0
PROD-14837,Vestuário,229.22,455.33,80,99.0
PROD-14838,Utilidades Domésticas,20.13,28.37,116,37.0
PROD-14839,Vestuário,281.93,502.68,156,166.0
PROD-14840,Vestuário,96.46,141.64,91,83.0
PROD-14841,Vestuário,292.06,494.27,65,66.0
PROD-14842,Vestuário,162.28,323.28,299,281.0
PROD-14843,Vestuário,263.75,517.73,139,141.0
PROD-14844,Alimentos e Bebidas,195.89,361.45,36,146.0
PROD-14845,Utilidades Domésticas,94.8,196.1,29,234.0
PROD-14846,Utilidades Domésticas,100.68,177.01,260,65.0
PROD-14847,Vestuário,190.0,335.06,171,67.0
PROD-14848,Beleza e Perfumaria,225.8,305.09,671,228.0
PROD-14849,Alimentos e Bebidas,85.13,161.05,76,20.0
PROD-14850,Vestuário,170.51,353.21,36,286.0
PROD-14851,Utilidades Domésticas,175.48,308.81,31,80.0
PROD-14852,Utilidades Domésticas,225.74,363.39,97,24.0
PROD-14853,Utilidades Domésticas,172.27,362.74,104,177.0
PROD-14854,Vestuário,156.06,303.01,197,175.0
PROD-14855,Alimentos e Bebidas,155.33,219.25,157,37.0
PROD-14856,Utilidades Domésticas,167.68,302.68,180,48.0
PROD-14857,Alimentos e Bebidas,146.69,196.45,43,108.0
PROD-14858,Alimentos e Bebidas,110.49,214.24,93,46.0
PROD-14859,Alimentos e Bebidas,106.23,158.58,184,104.0
PROD-14860,Utilidades Domésticas,18.18,23.78,19,231.0
PROD-14861,Vestuário,202.59,370.87,144,182.0
PROD-14862,Alimentos e Bebidas,260.62,458.9,181,150.0
PROD-14863,Eletrônicos,232.18,380.3,47,118.0
PROD-14864,Alimentos e Bebidas,215.49,332.59,435,219.0
PROD-14865,Utilidades Domésticas,231.63,504.19,193,244.0
PROD-14866,Eletrônicos,193.82,302.79,190,278.0
PROD-14867,Alimentos e Bebidas,137.14,211.82,99,32.0
PROD-14868,Vestuário,209.08,458.76,502,191.0
PROD-14869,Eletrônicos,24.13,40.34,295,264.0
PROD-14870,Vestuário,172.05,243.32,641,208.0
PROD-14871,Vestuário,254.25,533.58,150,144.0
PROD-14872,Vestuário,251.41,478.68,15,129.0
PROD-14873,Vestuário,274.68,440.38,126,200.0
PROD-14874,Utilidades Domésticas,282.61,433.76,23,7.0
PROD-14875,Utilidades Domésticas,37.26,66.5,27,291.0
PROD-14876,Alimentos e Bebidas,52.55,102.93,218,172.0
PROD-14877,Eletrônicos,120.7,264.28,207,103.0
PROD-14878,Beleza e Perfumaria,296.91,599.23,293,146.0
PROD-14879,Alimentos e Bebidas,65.34,86.58,299,237.0
PROD-14880,Eletrônicos,148.72,196.46,273,142.0
PROD-14881,Utilidades Domésticas,135.48,254.4,250,198.0
PROD-14882,Vestuário,29.6,50.83,195,37.0
PROD-14883,Alimentos e Bebidas,281.25,496.75,100,113.0
PROD-14884,Alimentos e Bebidas,246.29,516.14,120,242.0
PROD-14885,Vestuário,63.58,83.67,288,295.0
PROD-14886,Utilidades Domésticas,101.67,203.06,112,21.0
PROD-14887,Vestuário,182.67,322.26,52,224.0
PROD-14888,Eletrônicos,149.45,218.95,238,243.0
PROD-14889,Beleza e Perfumaria,44.24,71.82,59,84.0
PROD-14890,Beleza e Perfumaria,151.55,292.59,230,137.0
PROD-14891,Alimentos e Bebidas,107.87,152.72,11,189.0
PROD-14892,Alimentos e Bebidas,182.83,272.71,84,267.0
PROD-14893,Eletrônicos,57.65,100.23,26,295.0
PROD-14894,Utilidades Domésticas,221.46,457.55,108,45.0
PROD-14895,Eletrônicos,241.36,497.84,24,274.0
PROD-14896,Eletrônicos,283.02,566.6,30,149.0
PROD-14897,Alimentos e Bebidas,62.77,92.31,230,295.0
PROD-14898,Vestuário,291.85,633.56,67,70.0
PROD-14899,Eletrônicos,179.1,242.8,227,29.0
PROD-14900,Vestuário,183.65,345.36,27,133.0
PROD-14901,Eletrônicos,249.89,461.59,116,209.0
PROD-14902,Vestuário,192.12,265.83,133,164.0
PROD-14903,Eletrônicos,207.07,287.24,98,3.0
PROD-14904,Vestuário,140.31,239.97,194,40.0
PROD-14905,Utilidades Domésticas,217.56,287.51,58,145.0
PROD-14906,Utilidades Domésticas,9.85,17.8,57,227.0
PROD-14907,Alimentos e Bebidas,54.88,78.28,236,236.0
PROD-14908,Alimentos e Bebidas,287.92,458.18,91,55.0
PROD-14909,Eletrônicos,147.75,265.07,29,189.0
PROD-14910,Eletrônicos,217.32,435.7,112,109.0
PROD-14911,Vestuário,111.95,179.64,74,173.0
PROD-14912,Alimentos e Bebidas,136.44,199.92,53,88.0
PROD-14913,Utilidades Domésticas,56.53,76.51,51,136.0
PROD-14914,Alimentos e Bebidas,203.75,310.11,42,11.0
PROD-14915,Vestuário,199.8,398.0,26,63.0
PROD-14916,Eletrônicos,256.99,558.21,66,66.0
PROD-14917,Utilidades Domésticas,174.09,342.29,16,26.0
PROD-14918,Vestuário,108.07,237.11,374,165.0
PROD-14919,Utilidades Domésticas,142.54,259.42,190,272.0
PROD-14920,Alimentos e Bebidas,39.18,72.07,224,177.0
PROD-14921,Utilidades Domésticas,191.02,351.94,24,15.0
PROD-14922,Beleza e Perfumaria,172.44,335.52,7,162.0
PROD-14923,Beleza e Perfumaria,7.06,10.16,23,289.0
PROD-14924,Alimentos e Bebidas,179.77,323.87,115,2.0
PROD-14925,Alimentos e Bebidas,186.2,385.11,134,250.0
PROD-14926,Vestuário,248.62,534.3,96,74.0
PROD-14927,Beleza e Perfumaria,290.49,394.54,80,240.0
PROD-14928,Alimentos e Bebidas,248.68,358.91,36,237.0
PROD-14929,Eletrônicos,225.78,470.04,135,98.0
PROD-14930,Vestuário,51.67,109.4,59,266.0
PROD-14931,Eletrônicos,98.24,153.16,157,69.0
PROD-14932,Alimentos e Bebidas,244.09,524.28,66,227.0
PROD-14933,Alimentos e Bebidas,82.88,125.35,59,264.0
PROD-14934,Vestuário,80.5,154.71,14,278.0
PROD-14935,Eletrônicos,281.78,413.17,190,130.0
PROD-14936,Beleza e Perfumaria,86.7,112.74,20,138.0
PROD-14937,Utilidades Domésticas,10.34,16.48,306,136.0
PROD-14938,Utilidades Domésticas,196.71,365.95,121,43.0
PROD-14939,Vestuário,286.36,461.56,83,189.0
PROD-14940,Utilidades Domésticas,94.22,165.29,228,196.0
PROD-14941,Alimentos e Bebidas,125.75,175.12,99,125.0
PROD-14942,Vestuário,59.94,121.58,76,43.0
PROD-14943,Eletrônicos,11.55,15.57,477,184.0
PROD-14944,Vestuário,151.25,327.46,132,196.0
PROD-14945,Eletrônicos,51.88,105.86,54,139.0
PROD-14946,Beleza e Perfumaria,148.64,317.19,74,109.0
PROD-14947,Eletrônicos,117.8,184.31,600,282.0
PROD-14948,Vestuário,139.05,201.15,103,169.0
PROD-14949,Alimentos e Bebidas,232.52,481.35,310,13.0
PROD-14950,Vestuário,88.21,154.02,178,210.0
PROD-14951,Alimentos e Bebidas,244.41,320.88,32,131.0
PROD-14952,Eletrônicos,65.21,95.71,168,3.0
PROD-14953,Utilidades Domésticas,258.36,386.71,484,192.0
PROD-14954,Vestuário,286.31,628.22,209,112.0
PROD-14955,Alimentos e Bebidas,185.3,357.42,6,193.0
PROD-14956,Utilidades Domésticas,142.32,230.02,256,236.0
PROD-14957,Utilidades Domésticas,7.4,14.22,44,173.0
PROD-14958,Utilidades Domésticas,220.92,413.59,161,193.0
PROD-14959,Alimentos e Bebidas,176.2,298.95,150,179.0
PROD-14960,Vestuário,156.59,274.96,68,213.0
PROD-14961,Alimentos e Bebidas,45.2,77.27,301,266.0
PROD-14962,Utilidades Domésticas,36.04,50.39,198,56.0
PROD-14963,Utilidades Domésticas,282.3,613.62,70,169.0
PROD-14964,Eletrônicos,209.48,370.27,279,196.0
PROD-14965,Vestuário,69.67,112.04,103,14.0
PROD-14966,Utilidades Domésticas,175.64,369.65,41,135.0
PROD-14967,Vestuário,209.68,444.84,489,244.0
PROD-14968,Vestuário,215.52,419.43,93,173.0
PROD-14969,Vestuário,10.21,19.64,83,127.0
PROD-14970,Alimentos e Bebidas,286.38,437.15,134,238.0
PROD-14971,Beleza e Perfumaria,146.49,215.97,385,233.0
PROD-14972,Alimentos e Bebidas,224.03,310.44,6,116.0
PROD-14973,Vestuário,212.09,327.7,6,13.0
PROD-14974,Vestuário,285.29,626.47,95,215.0
PROD-14975,Eletrônicos,95.58,168.11,271,85.0
PROD-14976,Alimentos e Bebidas,201.77,289.94,100,50.0
PROD-14977,Alimentos e Bebidas,17.12,26.35,139,14.0
PROD-14978,Vestuário,18.11,36.07,54,82.0
PROD-14979,Alimentos e Bebidas,209.32,428.19,379,56.0
PROD-14980,Utilidades Domésticas,106.31,208.92,90,230.0
PROD-14981,Vestuário,69.77,124.24,139,258.0
PROD-14982,Vestuário,155.17,281.67,92,60.0
PROD-14983,Beleza e Perfumaria,178.82,270.59,14,12.0
PROD-14984,Vestuário,10.57,14.93,306,276.0
PROD-14985,Utilidades Domésticas,298.59,654.58,360,12.0
PROD-14986,Alimentos e Bebidas,128.73,277.45,169,246.0
PROD-14987,Utilidades Domésticas,71.34,131.74,122,228.0
PROD-14988,Utilidades Domésticas,29.64,46.63,153,112.0
PROD-14989,Alimentos e Bebidas,66.63,137.37,69,161.0
PROD-14990,Utilidades Domésticas,224.28,355.85,118,27.0
PROD-14991,Beleza e Perfumaria,291.51,610.03,188,25.0
PROD-14992,Alimentos e Bebidas,66.69,100.65,43,243.0
PROD-14993,Vestuário,295.11,387.39,47,209.0
PROD-14994,Vestuário,94.83,168.83,71,171.0
PROD-14995,Utilidades Domésticas,176.65,310.39,161,250.0
PROD-14996,Alimentos e Bebidas,284.87,585.31,260,5.0
PROD-14997,Vestuário,116.16,237.35,238,31.0
PROD-14998,Eletrônicos,75.87,155.12,318,262.0
PROD-14999,Alimentos e Bebidas,98.57,216.24,112,233.0
PROD-15000,Vestuário,274.35,553.92,202,197.0
PROD-15001,Alimentos e Bebidas,287.9,622.51,136,242.0
PROD-15002,Utilidades Domésticas,95.58,169.84,99,188.0
PROD-15003,Alimentos e Bebidas,240.04,419.67,24,232.0
PROD-15004,Eletrônicos,162.44,252.0,122,201.0
PROD-15005,Vestuário,36.98,51.12,23,1.0
PROD-15006,Vestuário,266.69,514.82,263,123.0
PROD-15007,Vestuário,108.72,202.54,153,54.0
PROD-15008,Alimentos e Bebidas,195.11,385.94,21,212.0
PROD-15009,Alimentos e Bebidas,266.55,574.51,67,249.0
PROD-15010,Vestuário,287.25,388.6,152,35.0
PROD-15011,Eletrônicos,238.07,450.32,417,272.0
PROD-15012,Vestuário,249.25,351.1,267,197.0
PROD-15013,Beleza e Perfumaria,55.55,83.06,116,254.0
PROD-15014,Alimentos e Bebidas,128.43,275.85,8,164.0
PROD-15015,Utilidades Domésticas,28.17,37.05,38,293.0
PROD-15016,Utilidades Domésticas,183.98,266.11,73,232.0
PROD-15017,Alimentos e Bebidas,154.94,203.39,77,63.0
PROD-15018,Utilidades Domésticas,150.81,296.22,343,298.0
PROD-15019,Vestuário,92.88,190.56,143,20.0
PROD-15020,Alimentos e Bebidas,141.86,244.88,61,174.0
PROD-15021,Vestuário,206.58,382.98,15,20.0
PROD-15022,Utilidades Domésticas,47.85,63.41,285,107.0
PROD-15023,Eletrônicos,248.97,469.44,101,239.0
PROD-15024,Utilidades Domésticas,97.21,210.25,23,37.0
PROD-15025,Eletrônicos,166.92,290.79,95,44.0
PROD-15026,Utilidades Domésticas,173.13,354.26,19,175.0
PROD-15027,Vestuário,95.63,209.97,22,257.0
PROD-15028,Alimentos e Bebidas,209.95,349.67,296,149.0
PROD-15029,Alimentos e Bebidas,214.35,280.73,24,285.0
PROD-15030,Vestuário,219.21,349.26,513,214.0
PROD-15031,Alimentos e Bebidas,65.22,96.41,45,217.0
PROD-15032,Beleza e Perfumaria,160.48,310.45,47,54.0
PROD-15033,Eletrônicos,181.43,319.47,64,81.0
PROD-15034,Beleza e Perfumaria,56.08,116.29,63,228.0
PROD-15035,Alimentos e Bebidas,88.88,191.4,145,218.0
PROD-15036,Utilidades Domésticas,51.06,72.74,63,96.0
PROD-15037,Vestuário,53.37,93.18,49,174.0
PROD-15038,Alimentos e Bebidas,53.08,74.2,89,18.0
PROD-15039,Utilidades Domésticas,155.16,219.77,638,159.0
PROD-15040,Vestuário,286.9,501.01,21,157.0
PROD-15041,Alimentos e Bebidas,36.79,78.45,219,252.0
PROD-15042,Eletrônicos,105.43,184.55,132,214.0
PROD-15043,Vestuário,144.0,300.1,655,273.0
PROD-15044,Alimentos e Bebidas,37.02,65.14,295,183.0
PROD-15045,Utilidades Domésticas,193.06,312.08,108,170.0
PROD-15046,Alimentos e Bebidas,38.57,75.57,202,96.0
PROD-15047,Eletrônicos,218.17,420.76,76,201.0
PROD-15048,Vestuário,57.83,123.49,42,12.0
PROD-15049,Vestuário,56.27,74.16,13,233.0
PROD-15050,Alimentos e Bebidas,58.24,89.85,290,35.0
PROD-15051,Utilidades Domésticas,74.34,139.92,264,71.0
PROD-15052,Utilidades Domésticas,81.65,121.97,30,137.0
PROD-15053,Eletrônicos,264.47,407.27,74,255.0
PROD-15054,Utilidades Domésticas,168.91,330.07,115,246.0
PROD-15055,Alimentos e Bebidas,154.83,305.44,190,240.0
PROD-15056,Utilidades Domésticas,203.25,269.23,69,138.0
PROD-15057,Eletrônicos,5.64,7.84,55,296.0
PROD-15058,Alimentos e Bebidas,185.42,295.33,155,182.0
PROD-15059,Vestuário,15.96,23.73,32,165.0
PROD-15060,Vestuário,168.65,360.31,54,216.0
PROD-15061,Eletrônicos,214.09,360.61,77,219.0
PROD-15062,Vestuário,7.31,11.6,17,56.0
PROD-15063,Eletrônicos,28.3,50.12,441,189.0
PROD-15064,Vestuário,62.97,120.95,534,143.0
PROD-15065,Eletrônicos,238.54,519.12,127,214.0
PROD-15066,Alimentos e Bebidas,247.76,534.67,293,19.0
PROD-15067,Eletrônicos,217.95,314.71,32,185.0
PROD-15068,Alimentos e Bebidas,44.01,74.83,83,289.0
PROD-15069,Eletrônicos,187.75,267.44,659,10.0
PROD-15070,Beleza e Perfumaria,92.31,199.33,178,35.0
PROD-15071,Beleza e Perfumaria,27.74,38.38,11,160.0
PROD-15072,Vestuário,156.22,300.18,135,213.0
PROD-15073,Alimentos e Bebidas,273.01,503.14,264,204.0
PROD-15074,Eletrônicos,70.61,97.25,63,9.0
PROD-15075,Beleza e Perfumaria,183.39,264.47,51,35.0
PROD-15076,Alimentos e Bebidas,185.12,378.03,321,167.0
PROD-15077,Eletrônicos,268.55,450.01,158,23.0
PROD-15078,Vestuário,163.62,232.28,44,255.0
PROD-15079,Eletrônicos,58.57,96.83,259,230.0
PROD-15080,Vestuário,14.92,19.67,559,229.0
PROD-15081,Alimentos e Bebidas,159.62,284.98,92,282.0
PROD-15082,Alimentos e Bebidas,123.1,200.31,181,297.0
PROD-15083,Vestuário,97.51,144.24,218,161.0
PROD-15084,Eletrônicos,286.03,502.39,144,193.0
PROD-15085,Vestuário,294.54,604.74,36,225.0
PROD-15086,Eletrônicos,204.2,396.79,85,65.0
PROD-15087,Utilidades Domésticas,195.79,299.34,769,72.0
PROD-15088,Eletrônicos,95.4,191.38,218,73.0
PROD-15089,Alimentos e Bebidas,26.31,56.09,206,46.0
PROD-15090,Vestuário,83.7,149.9,161,174.0
PROD-15091,Vestuário,60.99,132.03,192,120.0
PROD-15092,Alimentos e Bebidas,279.95,594.47,62,12.0
PROD-15093,Alimentos e Bebidas,147.12,216.7,180,54.0
PROD-15094,Vestuário,13.75,27.04,237,131.0
PROD-15095,Alimentos e Bebidas,62.67,84.27,140,61.0
PROD-15096,Alimentos e Bebidas,233.28,313.95,40,203.0
PROD-15097,Vestuário,125.49,270.35,7,197.0
PROD-15098,Alimentos e Bebidas,288.87,483.08,23,51.0
PROD-15099,Alimentos e Bebidas,225.15,489.19,70,110.0
PROD-15100,Eletrônicos,193.41,376.75,69,76.0
PROD-15101,Alimentos e Bebidas,266.19,374.79,119,242.0
PROD-15102,Eletrônicos,144.95,230.51,63,265.0
PROD-15103,Vestuário,188.89,375.8,266,133.0
PROD-15104,Alimentos e Bebidas,209.15,357.52,80,103.0
PROD-15105,Utilidades Domésticas,56.13,87.04,255,182.0
PROD-15106,Utilidades Domésticas,42.64,73.06,43,204.0
PROD-15107,Eletrônicos,84.46,140.45,302,156.0
PROD-15108,Vestuário,148.73,213.25,296,77.0
PROD-15109,Alimentos e Bebidas,21.46,32.47,304,13.0
PROD-15110,Eletrônicos,106.24,208.45,35,51.0
PROD-15111,Utilidades Domésticas,51.11,71.21,133,256.0
PROD-15112,Utilidades Domésticas,79.42,119.83,376,60.0
PROD-15113,Beleza e Perfumaria,78.03,125.75,8,138.0
PROD-15114,Eletrônicos,164.05,224.23,143,189.0
PROD-15115,Vestuário,63.14,105.96,439,168.0
PROD-15116,Utilidades Domésticas,61.86,123.5,28,233.0
PROD-15117,Alimentos e Bebidas,261.58,484.75,146,184.0
PROD-15118,Utilidades Domésticas,169.5,313.5,227,206.0
PROD-15119,Eletrônicos,145.93,320.23,49,19.0
PROD-15120,Alimentos e Bebidas,225.71,449.32,245,0.0
PROD-15121,Alimentos e Bebidas,51.72,71.64,87,273.0
PROD-15122,Eletrônicos,93.4,147.65,464,64.0
PROD-15123,Alimentos e Bebidas,140.3,193.45,17,246.0
PROD-15124,Alimentos e Bebidas,245.14,497.97,73,122.0
PROD-15125,Vestuário,51.02,90.42,75,49.0
PROD-15126,Vestuário,286.05,501.16,64,28.0
PROD-15127,Alimentos e Bebidas,114.58,229.52,316,86.0
